Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
11.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.05.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.08.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.09.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.12.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.01.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.03.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
