Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
05.09.17;;2,88;1,88;0,25;0,35;;;;5,95;9;2,49;8,34;110,67;0,28;0,09;7,98;13,52;61,56;0,05;8,49;0,05;7,88;4,35;5,97;2,43;;40,96;80,35;;8620;65,05;118,21;41,04;;79,12;;45,96
06.09.17;;2,81;1,86;0,25;0,35;;;;5,94;9,1;2,5;8,52;110,22;0,33;0,09;8,31;14,77;61,49;0,05;8,51;0,05;7,9;4,2;6,07;2,46;;41,61;80,58;;8579;64;117;41,26;;79,15;;46,42
07.09.17;;2,71;1,8;0,25;0,35;;;;5,93;9,01;2,49;8,35;113,46;0,32;0,09;8,83;14,77;61,3;0,04;8,51;0,05;7,85;4,19;6,09;2,48;;41,5;80,51;;8520;65,83;118,93;41,75;;78,8;;46,08
08.09.17;;2,75;1,85;0,22;0,36;;;;6,01;9,18;2,56;8,3;113,61;0,32;0,09;8,7;14,77;62,34;0,04;8,6;0,05;7,79;4,19;6,03;2,47;;40,99;80,52;;8441;64,93;118,28;41,54;;78,93;;46,2
11.09.17;;2,68;1,9;0,23;0,36;;;;6;9,48;2,69;8,85;117,99;0,34;0,09;8,69;16,08;61,89;0,04;8,7;0,05;7,83;4,15;6,49;2,51;;42,76;81,94;;8508;66,16;121,19;41,95;;80,97;;46,99
12.09.17;;2,73;1,95;0,23;0,37;;;;6,38;10,1;2,73;8,85;120,5;0,34;0,09;9,01;16,08;61,79;0,04;8,99;0,05;7,46;4,2;7,05;2,69;;43,03;82,12;;8609;66,09;120,41;41,94;;81,44;;47,55
13.09.17;;2,7;1,95;0,23;0,37;;;;6,25;9,96;2,65;8,5;119,21;0,34;0,09;9,13;14,04;61,5;0,05;8,92;0,05;7,72;4,2;7,28;2,68;;42,6;81,72;;8638;65,4;119,6;41,64;;81,47;;47,64
14.09.17;;2,69;2,24;0,25;0,38;;;;6,29;10,06;2,6;8,5;120,2;0,35;0,1;9,25;14;61,12;0,05;8,96;0,05;7,61;4,15;7,11;2,63;;43,18;82,21;;8548;65,17;119,19;41,8;;81,28;;48,27
15.09.17;;2,7;2,49;0,24;0,37;;;;6,39;10,27;2,7;8,55;120,26;0,35;0,1;9,24;12,97;60,6;0,05;9,14;0,05;7,75;4,29;7,22;2,64;;43,75;82,58;;8587;65;119,42;42;;82,15;;48,76
18.09.17;;2,69;2,69;0,24;0,36;;;;6,75;10,56;2,71;8,5;122,42;0,35;0,1;9,45;13,14;59,76;0,05;9,41;0,05;7,75;4,13;7,81;2,86;;44,73;82,8;;8587;64,2;119,96;42;;82,62;;49,17
19.09.17;;2,69;2,81;0,24;0,37;;;;6,86;10,79;2,78;8,55;122,94;0,34;0,11;9,42;13,14;58,95;0,05;9,52;0,05;7,75;4,08;7,89;2,95;;44,3;83,07;;8904;64,31;120,21;42,31;;82,53;;49,09
20.09.17;;2,75;2,8;0,22;0,37;;;;6,74;10,64;2,81;8,65;119,29;0,35;0,12;9,34;13,14;58,56;0,04;9,48;0,05;7,65;4,04;8,87;3,17;;44,25;82,99;;9232;65;120,34;42,35;;82,51;;49,46
21.09.17;;2,77;2,56;0,23;0,37;;;;6,61;10,47;2,75;8,65;120,15;0,34;0,12;9,21;12,85;58,6;0,04;9,36;0,04;7,55;4;9,19;3,11;;44,21;83,14;;9147;64,11;118,02;42,25;;82,21;;49,59
22.09.17;;2,87;2,56;0,23;0,36;;;;6,66;10,44;2,78;8,65;120,27;0,34;0,12;9,14;12,85;58,14;0,04;9,33;0,04;7,62;4,12;8,84;3,07;;44,2;82,94;;9080;63,9;118,5;42,45;;82,36;;49,96
25.09.17;;2,87;2,59;0,22;0,34;;;;6,68;10,53;2,84;8,38;114,47;0,34;0,11;9,22;12,13;57,39;0,04;9,41;0,04;7,53;4,14;8,32;2,85;;42,85;81,92;;9160;62,14;114,2;41,92;;81,14;;50,5
26.09.17;;2,77;2,59;0,23;0,34;;;;6,66;10,57;2,81;8,38;113,38;0,34;0,12;9,25;12,13;59,34;0,04;9,43;0,04;7,53;4,19;9,37;2,86;;43,24;81,62;;9036;61,76;113,92;41,8;;82,05;;50,85
27.09.17;;2,8;2,69;0,23;0,34;;;;6,81;10,77;2,79;8,75;117,4;0,33;0,12;9,23;11,6;60,13;0,04;9,55;0,04;7,46;4,11;9,79;2,95;;43,46;81,97;;9035;63,09;115,97;42,23;;82,77;;50,46
28.09.17;;2,75;2,84;0,24;0,31;;;;6,85;10,71;2,76;9;116,45;0,33;0,14;9,24;11,4;60,27;0,04;9,43;0,04;7,64;4,65;9,72;2,86;;42,97;82,28;;9115;63,54;116,61;42,04;;82,63;;50,29
29.09.17;;2,75;2,96;0,23;0,32;;;;7,12;10,72;2,78;8,79;116,49;0,35;0,14;9,22;11,4;62,25;0,04;9,36;0,04;7,61;4,39;9,52;2,86;;43,93;84,64;;9084;64,51;118,06;42,68;;83,06;;51,23
02.10.17;;2,7;2,88;0,24;0,31;;;;7,31;11,32;2,85;8,15;119;0,34;0,13;9,15;11,4;62,83;0,04;9,69;0,04;7,7;4,5;9,65;2,98;;44,1;84,77;;9150;63,39;117,95;42,58;;83,79;;51,85
03.10.17;;2,69;2,93;0,23;0,31;;;;7,16;11,41;2,84;8,44;116,81;0,33;0,14;9,24;11,85;62,22;0,04;9,74;0,04;7,7;4,64;9,45;3,18;;44,97;85;;9150;63,45;117,96;42,55;;84,86;;51,81
04.10.17;;2,66;2,94;0,23;0,31;;;;7,34;11,87;2,9;9,19;103,3;0,33;0,13;9,28;12;61,34;0,04;9,99;0,04;7,6;4,43;9,94;3,45;;44,85;85,76;;9244;62,63;118,56;42,66;;85,76;;52,45
05.10.17;;2,55;3,35;0,23;0,34;;;;7,68;12,67;3,11;9,5;100,43;0,33;0,12;9,82;12,75;61,76;0,04;10,36;0,04;7,7;4,25;10,32;3,51;;45,5;86,3;;9178;63,09;119,52;42,75;;86,08;;52,06
06.10.17;;2,65;3,52;0,23;0,35;;;;7,45;12,48;3,03;9,5;97,92;0,34;0,12;9,8;12,69;61,3;0,04;10,22;0,04;7,7;4,25;10,52;3,56;;45,23;86,58;;9173;63,25;120,09;42,08;;86,23;;51,87
09.10.17;;2,65;3,52;0,23;0,35;;;;7,45;12,48;3,03;9,24;97,38;0,3;0,12;9,8;12,69;61,95;0,04;10,22;0,04;7,69;4,16;10,33;3,45;;45,05;86,55;;9173;61,18;118,62;42,02;;86,23;;52
10.10.17;;2,65;3,91;0,22;0,33;;;;7,6;12,83;2,95;9,25;92,57;0,3;0,11;10,23;12,69;63,31;0,04;10,19;0,04;7,6;4,43;10,27;3,5;;45,36;87,02;;9462;61,45;117,82;42,16;;86,51;;51,99
11.10.17;;2,63;3,78;0,22;0,34;;;;7,84;13,59;3;9,25;95,02;0,29;0,1;10,81;13,02;62,69;0,03;10,4;0,04;7,7;4,5;9,95;3,45;;45,45;86,78;;9499;61,36;116,05;42,18;;86,75;;52,01
12.10.17;;2,62;3,75;0,22;0,34;;;;7,8;13,07;2,95;8,6;94,36;0,26;0,14;10,37;12,77;60,5;0,04;10,26;0,04;7,67;4,6;10,1;3,43;;44,85;87,77;;9840;62,05;117,14;42,18;;87,44;;50,92
13.10.17;;2,39;3,62;0,22;0,34;;;;7,78;12,87;2,91;8,6;94,22;0,26;0,13;11,08;12,7;59,17;0,03;10,19;0,04;7,51;4,55;10,11;3,49;;45,18;87,2;;9857;61,08;118,62;42,2;;87,74;;51,13
16.10.17;;2,55;3,88;0,22;0,34;;;;7,92;13,13;2,88;8,61;96,98;0,29;0,12;11,19;12,7;58,2;0,03;10,25;0,04;7,67;4,39;9,93;3,44;;45,69;86,94;;9983;61,48;117,48;42,32;;88,27;;52,17
17.10.17;;2,33;3,61;0,21;0,32;;;;6,86;12,52;2,77;8,61;96,21;0,27;0,14;10,74;12,7;58,93;0,03;9,86;0,04;7,63;4,45;10,03;3,46;;45,22;86,7;;9883;61,66;115,98;42,15;;87,73;;52,02
18.10.17;;2,31;3,85;0,22;0,32;;;;6,74;12,25;2,82;8,61;98,93;0,27;0,13;11,1;11,92;59,72;0,03;9,85;0,04;7,57;4,46;10,05;3,46;;45,79;86,62;;9833;61,5;113,16;42,05;;87,52;;52,39
19.10.17;;2,14;3,66;0,22;0,32;;;;6,48;11,82;2,73;8,4;98,25;0,28;0,14;11,03;11,92;60,09;0,03;9,62;0,04;7,63;4,58;9,51;3,26;;44,77;86,1;;9899;61,99;113,07;42,15;;87,44;;52,05
20.10.17;;2,03;3,62;0,22;0,33;;;;6,94;12,76;2,82;8,41;102,1;0,28;0,14;11;11,92;63,29;0,03;9,92;0,03;7,7;4,26;9,8;3,4;;45,05;86,57;;9972;62,63;113,62;42,18;;88,47;;52,2
23.10.17;;2,04;3,68;0,22;0,34;;;;7,01;12,93;2,86;8,41;102,91;0,28;0,14;11,03;12,45;63,83;0,03;10,03;0,04;7,66;4,38;9,4;3,3;;44,64;86,35;;10095;61,46;113,66;42,25;;88,08;;52,13
24.10.17;;1,95;3,66;0,22;0,34;;;;6,94;12,93;2,88;8,55;106,41;0,27;0,15;11,4;12,7;61,87;0,03;10;0,04;7,7;4,3;9,06;3,21;;44,6;86,65;;10235;62,73;113,39;42,08;;89,09;;52,75
25.10.17;;1,85;3,5;0,22;0,33;;;;6,9;13,03;2,9;8,38;102,99;0,26;0,14;11,45;12,44;62,07;0,03;10;0,04;7,75;4,26;9,15;3,31;;44,95;87,25;;10135;61,81;114,56;41,66;;88,9;;51,66
26.10.17;;1,79;3,62;0,21;0,34;;;;6,84;12,95;2,88;8,44;104,11;0,25;0,13;11,4;12,58;62,01;0,03;9,83;0,04;7,69;4,14;9,11;3,24;;44,77;85,5;;10155;62,06;115,83;41,89;;88,59;;53,37
27.10.17;;1,75;3,65;0,2;0,34;;;;6,76;12,79;2,85;8,41;107,27;0,25;0,14;11,48;12,75;62,4;0,03;9,7;0,04;7,75;4,24;8,89;3,11;;45,31;86,6;;10295;64,14;116,89;42,03;;89,42;;52,87
30.10.17;;1,88;3,91;0,22;0,34;;;;7,29;15,22;3;9;109,36;0,26;0,15;12,47;12,41;61,72;0,03;10,2;0,04;7,61;4,15;8,53;2,99;;45,05;85,76;;10430;65,3;117,58;41,82;;89,5;;52,39
31.10.17;;2,02;4,12;0,22;0,36;;;;7,7;16,18;3,05;9,25;99,49;0,25;0,15;12,86;12,41;61,51;0,03;10,45;0,04;7,61;4,5;8,77;3,1;;45,16;87;;9947;65,49;119,6;42,56;;90,97;;52,72
01.11.17;;1,97;4,01;0,22;0,38;;;;7,8;16,49;3,06;9,19;96,2;0,25;0,16;12,82;12,41;61,49;0,03;10,45;0,04;7,61;4,32;8,92;3,14;;46,2;86,87;;10130;65,33;114,47;43,25;;91,87;;52,7
02.11.17;;1,94;4,01;0,21;0,37;;;;7,56;16,13;3,08;8,9;99,89;0,25;0,17;13,05;12,41;60,76;0,03;10,37;0,04;7,55;4,39;8,64;3,11;;46,59;87,59;;10210;65,45;112,69;43,11;;91,57;;52,9
03.11.17;;2;4,12;0,2;0,38;;;;7,75;16,93;3,14;9,2;98,71;0,26;0,17;13,7;12,41;61,15;0,03;10,56;0,04;7,46;4,26;8,55;3,13;;47,37;87,33;;10210;63,2;113,2;43,05;;92,73;;52,97
06.11.17;;1,93;4,61;0,22;0,4;;;;8,44;19,37;3,47;9,38;99,84;0,27;0,17;15,89;12,87;61,79;0,04;11,3;0,04;7,7;4,5;9;3,23;;48,95;87,24;;9945;60,87;112,46;43,41;;92,97;;52,64
07.11.17;;1,99;4,79;0,22;0,5;;;;8,47;19,76;3,75;8,84;99,71;0,28;0,18;16,7;12,68;60,24;0,04;11,55;0,04;7,69;4,48;8,93;3,37;;50,05;87,37;;10060;60,96;111,7;43,54;;93,23;;52,4
08.11.17;;2,09;4,9;0,23;0,46;;;;8,36;19,69;3,92;8,6;99,4;0,27;0,18;15,67;12,68;61,64;0,04;11,37;0,04;7,53;4,37;9,28;3,38;;49,87;87,74;;10025;64,55;114,15;44,1;;93,7;;52,19
09.11.17;;2,11;4,82;0,23;0,45;;;;8,19;19,35;4,04;8,75;97,03;0,28;0,17;16,29;12,68;64,01;0,04;11,42;0,04;7,22;4,46;9,37;3,35;;49,57;86,72;;9905;63,31;111,89;43,91;;92,92;;52,1
10.11.17;;2,03;4,95;0,23;0,48;;;;8,53;19,98;4,64;9,24;100,01;0,27;0,19;17,15;11,63;64,87;0,04;11,92;0,04;7,32;4,37;9,23;3,39;;49,91;88,21;;9705;63;112,75;44,03;;93,53;;52,07
13.11.17;;2,1;5,2;0,25;0,54;;;;9,17;20,38;5,97;9,01;98,77;0,27;0,17;18,38;11,01;64,6;0,03;13;0,04;7,42;4,18;9,4;3,43;;50,3;88,48;;9676;63,62;112,01;43,99;;93,36;;52,03
14.11.17;;2,16;5,08;0,29;0,59;;;;9,05;19,96;6,41;9;98,97;0,26;0,16;16,61;11,01;64,93;0,03;13,07;0,04;7,5;4,2;9,15;3,6;;49,52;88,98;;9530;64,03;112,27;43,76;;93,82;;52,07
15.11.17;;2,15;5,63;0,31;0,6;;;;8,96;18,46;6,22;9,45;98,04;0,24;0,15;16,1;10,22;64,91;0,03;13;0,04;7,39;4,34;8,76;3,49;;50,29;88,41;;9340;62,89;111,48;43,7;;92,77;;51,68
16.11.17;;2,15;5,81;0,3;0,48;;;;8,6;17,35;5,4;9,25;103,89;0,27;0,14;15,57;10,22;65,71;0,04;12,28;0,04;7,5;4,2;8,99;3,56;;51,4;89,31;;9546;64,13;111,6;44,22;;95,15;;52,04
17.11.17;;2,14;6,06;0,31;0,51;;;;8,86;18,29;5,51;9,74;104,89;0,26;0,15;16,3;10,22;66,31;0,04;12,74;0,04;7,43;4,18;8,81;3,54;;52,45;89,52;;9527;64,1;108,82;43,99;;95,04;;51,94
20.11.17;;2,09;5,98;0,34;0,57;;;;8,89;18,59;5,85;9,35;108,56;0,24;0,16;16,11;10,22;66,88;0,04;12,89;0,04;7,46;4,4;9,56;3,67;;54,44;89,88;;9469;63,93;107,64;44,5;;95,89;;52,35
21.11.17;;2,1;5,87;0,4;0,56;;;;8,9;18,36;6,07;10,25;110,17;0,25;0,16;16,04;10,53;66,58;0,04;13,05;0,04;7,37;4,69;9,92;3,76;;56;90,84;;9538;64,5;107,71;44,82;;95,95;;52,65
22.11.17;;2,05;5,8;0,47;0,54;;;;9,01;19,35;6,42;10,5;110,41;0,26;0,15;16,04;10,53;66,8;0,04;13,36;0,04;7,39;4,6;9,8;3,76;;55,07;89,9;;9649;65,14;107,32;44,86;;94,51;;52,89
23.11.17;;2,04;5,8;0,53;0,54;;;;9,29;18,95;6,74;10,5;110,41;0,26;0,15;16,12;10,53;66,8;0,04;13,83;0,04;7,4;4,45;9,8;3,76;;55,07;89,9;;9649;65,14;107,32;44,86;;94,51;;52,89
24.11.17;;2,06;6,01;0,72;0,52;;;;10,21;19,04;7,24;9,5;111,81;0,28;0,15;16,08;10,53;66,79;0,04;13,87;0,04;7,36;4,59;9,58;3,64;;53,81;90,91;;9784;66,03;107,94;45,1;;95,26;;52,88
27.11.17;;2,16;6,11;1,12;0,53;;;;12,06;19,63;8,25;9,5;113,36;0,25;0,14;16,28;10,53;66,13;0,05;14,8;0,04;7,23;4,65;9,23;3,53;;53;90,38;;9778;65,74;106,99;44,85;;94,8;;53,05
28.11.17;;2,19;5,65;1,05;0,51;;;;11,47;18,85;7,84;9,12;112,09;0,26;0,14;16,2;10,53;67,37;0,06;14,4;0,04;7,22;5,3;9,39;3,64;;54,28;91,04;;9754;65,97;109,47;44,99;;95,7;;54,29
29.11.17;;2,15;5,24;0,77;0,5;;;;10,55;17,51;6,75;10,12;103,67;0,26;0,14;15,7;10,53;66,87;0,05;13,35;0,04;6,75;5,7;9,12;3,59;;52,24;89,77;;9809;62,01;105,49;45,04;;94,25;;54,86
30.11.17;;2,14;5,25;0,99;0,5;;;;11,48;18,43;8;9,16;103,82;0,25;0,16;16,32;10,44;66,96;0,06;14,14;0,04;6,52;5,45;8,85;3,53;;51,26;90,59;;9485;62,4;106,35;44,75;;94,44;;55,68
01.12.17;;2,05;5,64;0,9;0,52;;;;11,4;18;7,52;10,25;103,27;0,25;0,14;16,07;10,3;67,22;0,06;13,99;0,04;6,71;5,6;8,83;3,51;;49,2;89,8;;9506;61,96;106,02;44,9;;93,73;;55,01
04.12.17;;1,95;5,6;0,87;0,53;;;;11,89;18,25;7,42;9,85;96,62;0,26;0,14;15,6;10,23;67,22;0,06;14;0,04;7,05;5,2;8,93;3,58;;48,8;88,46;;9406;58,6;100,83;44,68;87,36;92,87;;54,24
05.12.17;;2,04;5,95;0,88;0,54;;;;13,53;18,76;7,39;9,25;95,28;0,25;0,15;15,5;10,23;66,36;0,05;14,5;0,04;6,85;5,35;8,78;3,51;;47,91;88,18;;9338;59,55;103,38;44,95;88,77;92,56;;54,38
06.12.17;;2,05;5,77;0,87;0,53;;;;13,3;18,32;7,01;9,99;95,77;0,25;0,13;15,18;9,52;67,66;0,06;14,27;0,04;6,8;5,25;8,27;3,32;;47,76;87,78;;9205;60,75;103,18;44,12;85,36;92,28;;53,05
07.12.17;;2,11;5,72;0,91;0,53;;;;13,05;18,25;6,68;9,9;99,79;0,25;0,14;15,47;9,67;72,01;0,05;14,28;0,04;6,58;4,86;8,15;3,16;;48,7;88,14;;9336;61,57;104,37;44,95;84,38;93,89;;53,68
08.12.17;;2,08;5,96;0,95;0,54;;;;13,47;19,42;7,09;10,44;100,77;0,25;0,14;15,59;9,84;73,77;0,05;14,75;0,04;6,8;4,71;8,41;3,35;;50,5;89,34;;9405;62,43;105,27;45,38;85,22;94,82;;53,76
11.12.17;;2,08;6,11;1,08;0,55;;;;14,06;19,91;7,31;9,97;104,11;0,25;0,14;16,09;9,94;73,64;0,05;15,07;0,04;6,97;4,83;8,61;3,36;;52;89,24;;9483;63,17;107,92;45,91;85,89;95,04;;53,56
12.12.17;;2,02;6,57;1,24;0,59;;;;14,87;19,99;7,24;10,44;101,4;0,25;0,14;16,03;10,11;74,31;0,05;15,54;0,04;7,01;4,78;8,45;3,24;;50,56;89,67;;9444;64,4;107,66;45,69;85,67;95,65;;53,38
13.12.17;;1,99;6,64;1,21;0,6;;;;14,15;19,18;7;10,4;103,21;0,25;0,14;15,8;10,11;74,19;0,05;15,13;0,04;6,9;4,7;8,52;3,26;;51,42;89,5;;9365;64,6;105,54;46,57;83,56;95,27;;52,32
14.12.17;;1,99;6,64;1,23;0,6;;;;14,21;19,53;7,1;10,25;103,23;0,25;0,14;16;10,51;74,78;0,05;15,21;0,04;6,99;4,51;8,52;3,3;;50,68;89,23;;9150;65,03;106,42;46,46;83,05;95,51;;51,54
15.12.17;;2;6,3;1,27;0,62;;;;14,38;19,52;7,05;10,77;105,22;0,23;0,15;16,08;10,33;75,82;0,05;15,18;0,04;6,76;4,46;8,41;3,24;;50,5;89,13;;8931;66,73;109,28;46,74;84,4;96,22;;51,53
18.12.17;;1,96;6,45;1,72;0,59;;;;14,4;20,62;7,01;10,75;107,62;0,24;0,14;15,92;10,54;76,55;0,05;15,32;0,04;7,06;4,7;8,38;3,18;;51,2;89,45;;9080;66,01;107,34;46,32;84,24;95,99;;52,19
19.12.17;;1,97;6,51;1,7;0,54;;;;15,1;21,85;7,1;10,9;105,73;0,23;0,14;15,89;10,54;76,57;0,05;15,54;0,04;6,94;4,62;8,31;3,2;;50,9;88,8;;9060;64,9;107;46,18;85,62;95,91;;52,2
20.12.17;;1,98;6,44;1,88;0,51;;;;14,47;21,13;7,03;10,58;105,24;0,23;0,15;15,99;10,61;76,88;0,05;15,35;0,04;6,6;4,4;8,15;3,16;;50,84;88,64;;9011;64,38;108,45;46,23;85,87;96,23;;53,06
21.12.17;;1,99;6,54;2,27;0,5;;;;14,93;21,9;7;11,65;104,8;0,24;0,14;16,12;10,61;77,74;0,06;15,47;0,05;6,6;4,34;8,24;3,26;;51,85;88,45;;8987;65,08;107,97;46,54;84,98;95,54;;52
22.12.17;;1,97;6,48;2,66;0,5;;;;15,28;23,12;7,21;11,1;103,86;0,24;0,14;16,34;10,61;78,48;0,06;15,81;0,06;6,68;4,37;8,26;3,29;;52,25;88,14;;8960;64,51;106,02;46,07;84,79;94,95;;51,71
25.12.17;;1,97;6,48;2,66;0,5;;;;15,28;23,12;7,21;11,1;103,86;0,24;0,14;16,34;10,61;78,48;0,06;15,81;0,06;6,68;4,37;8,26;3,29;;52,25;88,14;;8956;64,51;106,02;46,07;84,79;94,95;;51,71
26.12.17;;1,97;6,48;2,66;0,5;;;;15,28;23,12;7,21;11,99;104,84;0,24;0,14;16,34;10,29;79,4;0,08;15,81;0,07;6,68;4,37;8,26;3,3;;52,02;87,79;;8933;63,45;105,06;46,21;84,88;95,26;;51,49
27.12.17;;2,27;7,17;3,78;0,59;;;;16,9;27,77;8,01;11,75;104,5;0,24;0,15;17,1;10,29;79,28;0,1;17,21;0,07;6,48;4,37;8,71;3,33;;51,65;88,09;;8922;63,34;105,23;46,42;84,73;95,19;;51,57
28.12.17;;2,44;7,49;3,35;0,61;;;;18;30,41;9;12,23;102,39;0,23;0,14;20,19;10,35;79,61;0,1;18,48;0,07;6,44;4,4;8,83;3,4;;52;88,6;;8930;63,4;105,31;46,56;85,56;95,24;;52,1
29.12.17;;2,5;7,3;2,96;0,56;;;;18,7;29,74;9,6;11,16;101;0,24;0,14;21,24;10,35;78,59;0,11;18,93;0,08;6,59;4,38;8,79;3,5;;51,99;87,8;;8920;63,32;105,06;46,65;84,83;95,04;;51,09
01.01.18;;2,5;7,3;2,96;0,56;;;;18,7;29,74;9,6;11,16;101;0,24;0,14;21,24;10,35;78,59;0,11;18,93;0,08;6,59;4,38;8,79;3,5;;51,99;87,8;;8920;63,32;105,06;46,65;84,83;95,04;;51,09
02.01.18;;2,92;7,89;3,46;0,64;;;;20,19;32,37;11,87;11,17;105,49;0,24;0,14;26,92;10,82;79,69;0,12;21,2;0,09;6,42;4,45;8,91;3,54;;54,5;87,8;;8920;64,31;109,45;46,2;86,11;95,32;;51,78
03.01.18;;3,5;8,78;3,4;0,93;;;;21,46;35,9;14,18;12,47;107,75;0,24;0,16;29,94;10,84;78,59;0,13;23,3;0,08;6,67;6,4;9,22;3,68;;54,84;88,94;;8920;65,31;109,75;46,3;87,54;96,93;;52,04
04.01.18;;2,82;7,76;3,19;1,08;;;;18,5;32,35;13,04;11,49;109,95;0,24;0,14;27,23;10,84;79,85;0,09;21,31;0,06;6,72;6,26;9,08;3,55;;55,6;88,63;;9302;64,66;107,19;46,15;88,91;97,38;;53,73
05.01.18;;3,16;8,32;3,25;1,51;;;;19,16;34;13,16;11,15;110,58;0,25;0,15;27,2;10,9;79,43;0,1;22,11;0,06;6,48;6,34;9,01;3,55;;56;89,71;;9241;66,37;112,39;46,39;91,57;99,6;;55,29
08.01.18;;3,39;8,94;3,25;2,16;;;;21,99;39,8;13,89;11,1;112,35;0,24;0,16;29,2;11,17;79,04;0,12;24,18;0,07;6,65;8,48;9,02;3,57;;56,6;90,67;;9241;66,63;113,22;46,15;91,93;99,81;;55,32
09.01.18;;3,35;8,84;3,25;2,95;;;;22,89;42,07;13,63;11,1;110,73;0,25;0,17;26,28;11,17;79,51;0,11;24,33;0,06;6,84;8,88;9,02;3,52;;57,12;90,81;;9249;66,19;112,18;46,47;92,75;98,82;;55,74
10.01.18;;3,35;8,85;3,22;2,15;;;;22,58;41,92;13,33;10,76;111;0,26;0,17;26,4;10,96;78,86;0,11;23,85;0,06;6,58;7,72;8,82;3,41;;56,2;89,51;;9203;66,83;112,25;46,25;90,46;98,52;;54,51
11.01.18;;3,06;8,39;3,02;1,85;;;;20,55;37,56;12,24;11,1;111,13;0,31;0,16;24,38;10,95;78,99;0,1;22,05;0,05;6,62;7,94;8,87;3,4;;55,51;90,79;;9120;69,24;112;46,49;92,06;99,26;;55,91
12.01.18;;3,24;7,84;2,62;1,68;;;;18,02;32,35;10,32;10,63;112,8;0,28;0,17;22,37;11,24;78,84;0,1;19,75;0,05;6,6;8,24;9,16;3,49;;57;91,83;;8935;70,36;113,13;46,71;92,91;100,17;;57,23
15.01.18;;3,19;7,84;2,9;1,59;;;;21,7;36,5;11,5;10,63;112,8;0,28;0,19;23,69;11,24;78,84;0,1;22,13;0,05;6,67;10,65;9,16;3,49;;57;91,83;;9223;70,36;113,13;46,71;92,91;100,17;;57,23
16.01.18;;3,21;8,7;2,95;1,34;;;;21,65;36,52;11,91;11,05;111,92;0,26;0,16;23,4;11,25;76,7;0,1;21,64;0,05;6,58;9,2;8,87;3,31;;56,5;91,28;;9404;68,71;111,92;47,51;92,56;100,11;;56,32
17.01.18;;3,94;8,86;2,98;1,12;;;;22,05;37,61;12,32;11,41;114,91;0,26;0,16;24,37;11,25;77,92;0,1;22,06;0,05;6,57;9,2;9,13;3,32;;57,94;92,85;;9326;70,36;113,14;48,26;93,56;100,57;;57,91
18.01.18;;3,8;8,76;2,94;1,4;;;;21,91;36,96;12,97;11,41;114,8;0,26;0,16;24,1;11,25;77,57;0,1;22,28;0,05;6,55;8,96;8,97;3,19;;57,31;92,29;;9210;69,8;115,28;48,28;93,1;99,97;;57,11
19.01.18;;5;8,78;3,19;1,47;;;;22,19;37,48;13,48;11,05;115,48;0,26;0,16;24,15;11,25;79,34;0,1;22,68;0,05;6,92;8,8;9,04;3,24;;58,3;93,13;;9184;70,57;116,18;48,65;93,52;100,73;;56,94
22.01.18;;5,5;9,22;3,33;2,19;;;;22,08;37,38;14,5;11,41;119,43;0,26;0,17;24,5;11,25;78,96;0,09;23,79;0,05;6,9;8,3;9,7;3,2;;59,3;91,98;;9271;71,3;117,99;49,52;93,55;101,26;;56,48
23.01.18;;4,97;9,62;3,18;1,82;;;;21,55;36,64;14,79;11,5;118,69;0,26;0,17;24,5;10,18;79,7;0,09;23,91;0,05;6,97;7,94;9,87;3,37;;60,89;91,82;;9458;71,55;117,67;49,67;92,83;100,7;;56,11
24.01.18;;4,83;9,72;3,02;1,47;;;;20,71;34,87;13,98;11,53;119,67;0,25;0,16;23,83;10,2;79,2;0,09;23,22;0,05;6,68;8;9,75;3,3;;60,2;91,2;;9407;70,08;114,66;49,98;93,54;102,39;;56,74
25.01.18;;5,25;9,29;3;1,32;;;;19,11;31,68;13,11;11,01;124,9;0,25;0,16;23,93;10,2;78,62;0,09;22,21;0,05;6,79;7,8;9,59;3,27;;59,2;91,2;;9281;70,82;114,5;49,63;92,49;102,64;;56,26
26.01.18;;5,08;9,35;3;1,46;;;;20,16;35,09;13,29;11,94;129,07;0,27;0,16;23,6;10,2;79,08;0,08;22,71;0,05;6,65;7,28;9,66;3,23;;61;92,73;;9200;72,52;115,2;49,43;94,48;104,35;;57,16
29.01.18;;5,24;8,76;2,97;1,42;;;;18,99;33,1;12,96;11,51;127,3;0,26;0,16;21,83;10,29;79,96;0,09;21,76;0,05;6,64;7,5;9,4;3,15;;59,91;92,13;;9182;72,45;117,65;49,05;94,89;103,88;;56,82
